,Company,Date,Open,Adj Close,Volume,Trend,com_score,count,neg_score,pos_score
0,TWTR,2017-10-02,16.799999,17.09,8460300,1,-0.02049090909090909,11,0.05609090909090909,0.02681818181818182
1,TWTR,2017-10-03,17.129998999999998,17.59,13043700,1,-0.13605714285714288,7,0.055,0.0
2,TWTR,2017-10-04,17.82,17.75,17353800,0,0.16618823529411764,17,0.01876470588235294,0.07011764705882352
3,TWTR,2017-10-05,17.799999,18.25,21249600,1,0.08463124999999999,16,0.0345,0.0710625
4,TWTR,2017-10-06,18.030001,17.85,16419000,0,0.10916923076923077,13,0.004230769230769231,0.03207692307692308
5,TWTR,2017-10-09,17.82,17.67,8814400,0,-0.13583846153846152,13,0.08361538461538463,0.0
6,TWTR,2017-10-10,17.77,17.41,10186100,0,0.21616,15,0.016733333333333333,0.09480000000000001
7,TWTR,2017-10-11,17.469998999999998,17.73,9990900,1,0.21619000000000002,10,0.0195,0.12150000000000001
8,TWTR,2017-10-12,17.77,18.450001,30723700,1,-0.21685,22,0.10500000000000002,0.027636363636363636
9,TWTR,2017-10-13,18.450001,18.629999,15809900,1,-0.11350833333333334,12,0.04583333333333334,0.026
10,TWTR,2017-10-16,18.59,18.33,13009300,0,0.10591578947368423,19,0.05057894736842105,0.10484210526315789
11,TWTR,2017-10-17,18.309999,18.280001,8935400,0,0.0207,15,0.08953333333333334,0.06666666666666667
12,TWTR,2017-10-18,18.23,18.02,7772000,0,0.20090769230769234,13,0.05492307692307692,0.09346153846153846
13,TWTR,2017-10-19,17.84,17.889999,9281300,1,0.23686666666666667,6,0.0,0.11233333333333334
14,TWTR,2017-10-20,17.98,17.870001000000006,7257700,0,0.17091666666666666,18,0.012055555555555554,0.08883333333333335
15,TWTR,2017-10-23,17.940001000000006,17.370001000000002,14017700,0,0.0268,14,0.014285714285714287,0.017857142857142856
16,TWTR,2017-10-24,17.5,17.25,12550400,0,0.0703,13,0.018615384615384614,0.07253846153846154
17,TWTR,2017-10-25,17.200001,17.139999,19766500,0,0.20004000000000005,10,0.0,0.09179999999999999
18,TWTR,2017-10-26,19.219999,20.309999,112277600,1,0.23329908256880721,109,0.01611926605504587,0.12183486238532112
19,TWTR,2017-10-27,20.18,21.68,63611100,1,0.10076410256410256,39,0.01092307692307692,0.05725641025641026
20,TWTR,2017-10-30,21.4,21.25,34019400,0,0.04558571428571429,14,0.027071428571428573,0.036571428571428574
21,TWTR,2017-10-31,21.26,20.620001,28049200,0,0.08798999999999998,20,0.05,0.08875
22,TWTR,2017-11-01,20.74,20.610001,18828800,0,0.060971428571428565,14,0.053214285714285714,0.07371428571428572
23,TWTR,2017-11-02,20.5,19.709999,24475100,0,0.05150588235294117,17,0.0626470588235294,0.10917647058823532
24,TWTR,2017-11-03,19.870001,19.9,22259600,1,0.0766541666666667,24,0.0635,0.09133333333333334
25,TWTR,2017-11-06,19.780001,19.389999,25599300,0,0.014038095238095235,21,0.0959047619047619,0.07642857142857144
26,TWTR,2017-11-07,19.549999,19.66,22238300,1,0.3698166666666667,12,0.07675,0.22358333333333333
27,TWTR,2017-11-08,19.700001,19.59,16291300,0,0.14059545454545452,22,0.058954545454545454,0.09300000000000001
28,TWTR,2017-11-09,19.4,19.9,20271000,1,0.13808888888888887,9,0.14355555555555555,0.13522222222222224
29,TWTR,2017-11-10,19.790001,20.32,16293300,1,0.045622222222222245,9,0.03333333333333333,0.05955555555555555
30,TWTR,2017-11-13,20.16,20.17,11804900,1,-0.09756666666666669,6,0.12049999999999998,0.042666666666666665
31,TWTR,2017-11-14,20.17,20.049999,11920100,0,-0.0538,5,0.073,0.08220000000000001
32,TWTR,2017-11-15,19.82,19.91,11191100,1,-0.061799999999999994,4,0.224,0.08925
33,TWTR,2017-11-16,20.059999,20.360001,12967800,1,0.24884615384615388,13,0.042230769230769225,0.10553846153846155
34,TWTR,2017-11-17,20.26,20.76,12847000,1,0.19150000000000003,9,0.028666666666666667,0.0801111111111111
35,TWTR,2017-11-20,20.780001,21.129999,16819900,1,0.006100000000000006,5,0.133,0.08360000000000001
36,TWTR,2017-11-21,21.200001,21.879999,18339800,1,0.018862500000000004,8,0.07225,0.0525
37,TWTR,2017-11-22,21.9,22.27,21161800,1,0.04377142857142857,14,0.023571428571428573,0.046
38,TWTR,2017-11-24,22.4,22.42,7584000,1,0.13024285714285713,7,0.0,0.03485714285714286
