,Company,Date,Open,Adj Close,Volume,Trend,com_score,count,neg_score,pos_score
0,TSLA,2017-10-02,342.519989,341.5299990000001,5286800,0,0.10711000000000001,20,0.0155,0.06945000000000001
1,TSLA,2017-10-03,335.899994,348.140015,10153600,1,0.03571666666666667,42,0.027904761904761904,0.04726190476190476
2,TSLA,2017-10-04,351.25,355.01001,8163500,1,0.047773684210526315,38,0.013973684210526317,0.03023684210526316
3,TSLA,2017-10-05,356.0,355.329987,4171700,0,0.16958,10,0.0,0.0961
4,TSLA,2017-10-06,353.100006,356.880005,4297500,1,-0.022668181818181827,22,0.05272727272727273,0.0419090909090909
5,TSLA,2017-10-09,349.649994,342.940002,7493700,0,0.0947291666666667,24,0.05679166666666668,0.10229166666666667
6,TSLA,2017-10-10,346.799988,355.589996,6978500,1,0.021541935483870966,31,0.050193548387096776,0.05570967741935484
7,TSLA,2017-10-11,353.890015,354.600006,4500800,1,0.26314999999999994,18,0.012388888888888889,0.12616666666666668
8,TSLA,2017-10-12,352.950012,355.679993,4087000,1,0.16169444444444445,18,0.03511111111111111,0.1017777777777778
9,TSLA,2017-10-13,356.980011,355.570007,3540500,0,0.028708333333333336,12,0.02316666666666667,0.0385
10,TSLA,2017-10-16,353.76001,350.600006,5375500,0,-0.03195714285714286,21,0.05642857142857143,0.05461904761904763
11,TSLA,2017-10-17,350.910004,355.75,3293300,1,-0.09020588235294119,17,0.07182352941176472,0.025
12,TSLA,2017-10-18,355.970001,359.649994,4939100,1,0.07549444444444443,18,0.047,0.07411111111111111
13,TSLA,2017-10-19,355.559998,351.809998,5061800,0,-0.02963846153846155,13,0.06146153846153846,0.05307692307692307
14,TSLA,2017-10-20,352.690002,345.100006,4930400,0,-0.04208750000000002,16,0.0476875,0.026812499999999996
15,TSLA,2017-10-23,349.880005,337.019989,5747300,0,0.1933918918918919,37,0.02410810810810811,0.11186486486486487
16,TSLA,2017-10-24,338.799988,337.339996,4491700,0,0.03558846153846153,26,0.038269230769230764,0.062038461538461535
17,TSLA,2017-10-25,336.700012,325.839996,8594100,0,0.21115600000000004,25,0.0384,0.11280000000000001
18,TSLA,2017-10-26,327.7799990000001,326.170013,5023500,0,0.13465555555555558,18,0.02811111111111111,0.0875
19,TSLA,2017-10-27,319.75,320.869995,6979700,1,-0.08134062500000001,32,0.0650625,0.0379375
20,TSLA,2017-10-30,319.179993,320.079987,4254400,1,0.05019999999999998,16,0.057625,0.07075000000000001
21,TSLA,2017-10-31,320.230011,331.5299990000001,5672300,1,0.033592857142857147,42,0.04485714285714286,0.05595238095238096
22,TSLA,2017-11-01,332.25,321.079987,8457300,0,0.19803428571428572,35,0.05014285714285715,0.12342857142857144
23,TSLA,2017-11-02,300.130005,299.26001,19791400,0,0.04313698630136985,73,0.04702739726027397,0.0648082191780822
24,TSLA,2017-11-03,299.5,306.089996,8894000,1,-0.157665,20,0.0973,0.04345
25,TSLA,2017-11-06,307.0,302.7799990000001,6486000,0,-0.05974,10,0.036199999999999996,0.013600000000000001
26,TSLA,2017-11-07,301.019989,306.049988,5294300,1,-0.05481818181818183,22,0.027863636363636365,0.013863636363636366
27,TSLA,2017-11-08,305.5,304.390015,4725300,0,0.07413846153846154,13,0.08869230769230768,0.08499999999999999
28,TSLA,2017-11-09,302.5,302.98999,5447100,1,-0.03184705882352941,17,0.07182352941176472,0.0661764705882353
29,TSLA,2017-11-10,302.5,302.98999,4625400,1,0.17178000000000004,10,0.0749,0.13479999999999998
30,TSLA,2017-11-13,300.130005,315.399994,7584900,1,0.18237692307692305,26,0.030884615384615382,0.116
31,TSLA,2017-11-14,315.0,308.700012,5676100,0,0.04894999999999998,26,0.08415384615384616,0.10534615384615383
32,TSLA,2017-11-15,306.01001,311.299988,5978700,1,0.0017111111111111138,18,0.03838888888888889,0.04416666666666666
33,TSLA,2017-11-16,313.98999,312.5,5822100,0,0.06862727272727275,33,0.036727272727272726,0.09381818181818183
34,TSLA,2017-11-17,325.670013,315.049988,13735100,0,0.08832250000000001,80,0.025399999999999995,0.075175
35,TSLA,2017-11-20,313.790009,308.73999,8247700,0,0.1372608695652174,23,0.037086956521739135,0.10365217391304349
36,TSLA,2017-11-21,310.859985,317.809998,7261300,1,0.1912705882352941,17,0.022235294117647058,0.09905882352941177
37,TSLA,2017-11-22,316.769989,312.600006,4917600,0,0.12275000000000001,18,0.03422222222222222,0.08222222222222222
38,TSLA,2017-11-24,313.790009,315.549988,3235500,1,0.08712105263157895,19,0.03626315789473684,0.06563157894736843
